910163969 -2.8254
1306525701 -2.8254
1254096930 -2.8254
1920991325 -2.8254
964690049 -2.8254
824530287 -2.8254
2365587616 -2.8254
272629964 -2.8254
2078277858 -2.8254
1630885244 -2.8254
192938224 -2.8254
1989847766 -2.8254
3879731530 -2.8254
488636767 -2.8254
1180696941 -2.8254
1239417234 -2.8254
1426063781 -2.8254
4204790204 -2.8254
2556428744 -2.8254
4099932620 -2.8254
3771727957 -2.8254
2548040192 -2.8254
522191382 -2.8254
1345323099 -2.8254
3472884365 -2.8254
2703229588 -2.8254
3988783769 -2.8254
4041212574 -2.8254
14680762 -2.8254
3042968273 -2.8254
2386559730 -2.8254
3852468995 -2.8254
2397045521 -2.8254
3219129123 -2.8254
1480590126 -2.8254
3437232943 -2.8254
1138754353 -2.8254
4164944728 -2.8254
1327498089 -2.8254
580912028 -2.8254
1369441182 -2.8254
2661286815 -2.8254
3462398892 -2.8254
2617246642 -2.8254
3818914739 -2.8254
2771037001 -2.8254
3269460956 -2.8254
3196060641 -2.8254
2992636938 -2.8254
2984248352 -2.8254
3032482869 -2.8254
3198157922 -2.8254
736101479 -2.8254
420479170 -2.8254
1589642403 -2.8254
3009414331 -2.8254
2583692561 -2.8254
318768419 -2.8254
1442841892 -2.8254
2078278994 -2.8254
455083399 -2.8254
549455258 -2.8254
130024889 -2.8254
912262607 -2.8254
2051016153 -2.8254
2740979183 -2.8254
2829059592 -2.8254
2522875426 -2.8254
1786775076 -2.8254
2654996027 -2.8254
2045422521 -2.8254
1070246850 -2.8254
876611225 -2.8254
1983907490 -2.8254
1897924276 -2.8254
3193964218 -2.8254
314574525 -2.8254
3139438276 -2.8254
1168115420 -2.8254
4227860201 -2.8254
3563063021 -2.8254
2284847416 -2.8254
2240807226 -2.8254
2090862434 -2.8254
436209650 -2.8254
1321905161 -2.8254
4057991278 -2.8254
1753221271 -2.8254
3571452070 -2.8254
1585449168 -2.8254
2696939735 -2.8254
2694842584 -2.8254
243271989 -2.8254
1780484423 -2.8254
3925870933 -2.8254
1262487941 -2.8254
109054345 -2.8254
3389000093 -2.8254
744491429 -2.8254
1054869933 -2.8254
457181646 -2.8254
3021998553 -2.8254
723519977 -2.8254
89129391 -2.8254
2824866371 -2.8254
1778387546 -2.8254
3238005349 -2.8254
33557170 -2.8254
260049624 -2.8254
853351100 -2.8254
900697417 -2.8254
310381320 -2.8254
1649917623 -2.8254
246066311 -2.8254
2273315650 -2.8254
159386476 -2.8254
2428504943 -2.8254
3051359098 -2.8254
